ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
1318,Friendly,30/10/1938,Mexico,1,3,Basque Country,,TRUE
1319,Friendly,06/11/1938,Switzerland,1,0,Portugal,,TRUE
1320,Friendly,09/11/1938,England,4,0,Norway,,TRUE
1321,British Championship,09/11/1938,Scotland,3,2,Wales,,TRUE
1322,Friendly,13/11/1938,Republic of Ireland,3,2,Poland,,TRUE
1323,British Championship,16/11/1938,England,7,0,Northern Ireland,,TRUE
1324,Friendly,20/11/1938,Italy,2,0,Switzerland,,TRUE
1325,Friendly,04/12/1938,Italy,1,0,France,,TRUE
1326,Copa Roca,15/01/1939,Brazil,1,5,Argentina,,TRUE
1327,Copa America,15/01/1939,Peru,5,2,Ecuador,,TRUE
1328,Copa Roca,22/01/1939,Brazil,3,2,Argentina,,TRUE
1329,Copa America,22/01/1939,Ecuador,0,6,Uruguay,,FALSE
1330,Friendly,22/01/1939,France,4,0,Poland,,TRUE
1331,Friendly,29/01/1939,Belgium,1,4,Germany,,TRUE
1332,Copa America,29/01/1939,Chile,2,3,Uruguay,,FALSE
1333,Copa America,05/02/1939,Chile,4,1,Ecuador,,FALSE
1334,Copa America,05/02/1939,Paraguay,1,3,Uruguay,,FALSE
1335,Copa America,12/02/1939,Ecuador,1,3,Paraguay,,FALSE
1336,Copa America,12/02/1939,Peru,2,1,Uruguay,,TRUE
1337,Friendly,12/02/1939,Portugal,2,4,Switzerland,,TRUE
1338,Friendly,26/02/1939,Germany,3,2,Yugoslavia,,TRUE
1339,Friendly,26/02/1939,Netherlands,3,2,Hungary,,TRUE
1340,British Championship,15/03/1939,Wales,3,1,Northern Ireland,,TRUE
1341,Friendly,16/03/1939,France,2,2,Hungary,,TRUE
1342,Friendly,19/03/1939,Belgium,5,4,Netherlands,,TRUE
1343,Friendly,26/03/1939,Italy,3,2,Germany,,TRUE
1344,Friendly,26/03/1939,Luxembourg,2,1,Germany,,TRUE
1345,Friendly,02/04/1939,Switzerland,3,1,Hungary,,TRUE
1346,British Championship,15/04/1939,Scotland,1,2,England,,TRUE
1347,Friendly,23/04/1939,Netherlands,3,2,Belgium,,TRUE
1348,Friendly,07/05/1939,Switzerland,2,1,Netherlands,,TRUE
1349,Friendly,13/05/1939,Italy,2,2,England,,TRUE
1350,Friendly,14/05/1939,Belgium,1,2,Switzerland,,TRUE
1351,Friendly,18/05/1939,Belgium,1,3,France,,TRUE
1352,Friendly,18/05/1939,Yugoslavia,2,1,England,,TRUE
1353,Friendly,20/05/1939,France,2,1,Wales,,TRUE
1354,Friendly,23/05/1939,Germany,1,1,Republic of Ireland,,TRUE
1355,Friendly,24/05/1939,Romania,0,2,England,,TRUE
1356,Friendly,27/05/1939,Poland,3,3,Belgium,,TRUE
1357,Friendly,04/06/1939,Poland,1,1,Switzerland,,TRUE
1358,Friendly,15/06/1939,Denmark,5,0,Finland,,TRUE
1359,Friendly,18/06/1939,Denmark,6,3,Norway,,TRUE
1360,Friendly,22/06/1939,Norway,0,4,Germany,,TRUE
1361,Friendly,25/06/1939,Denmark,0,2,Germany,,TRUE
1362,Friendly,29/06/1939,Estonia,0,2,Germany,,TRUE
1363,Copa Chevallier Boutell,14/08/1939,Paraguay,0,1,Argentina,,TRUE
1364,Copa Chevallier Boutell,16/08/1939,Paraguay,2,2,Argentina,,TRUE
1365,Friendly,27/08/1939,Poland,4,2,Hungary,,TRUE
1366,Friendly,27/08/1939,Slovakia,2,0,Germany,,TRUE
1367,Friendly,02/09/1939,China PR,0,3,Japan,,FALSE
1368,Friendly,03/09/1939,Manchukuo,0,6,Japan,,TRUE
1369,Nordic Championship,17/09/1939,Denmark,8,1,Finland,,TRUE
1370,Friendly,24/09/1939,Hungary,5,1,Germany,,TRUE
1371,Nordic Championship,01/10/1939,Sweden,4,1,Denmark,,TRUE
1372,Friendly,15/10/1939,Yugoslavia,1,5,Germany,,TRUE
1373,Friendly,22/10/1939,Bulgaria,1,2,Germany,,TRUE
1374,Nordic Championship,22/10/1939,Denmark,4,1,Norway,,TRUE
1375,Friendly,12/11/1939,Germany,4,4,Czechoslovakia,,TRUE
1376,Friendly,12/11/1939,Switzerland,3,1,Italy,,TRUE
1377,Friendly,26/11/1939,Germany,5,2,Italy,,TRUE
1378,Friendly,03/12/1939,Germany,3,1,Slovakia,,TRUE
1379,Friendly,28/01/1940,France,3,2,Portugal,,TRUE
1380,Copa Chevallier Boutell,18/02/1940,Argentina,3,1,Paraguay,,TRUE
1381,Copa Roca,18/02/1940,Brazil,2,2,Argentina,,TRUE
1382,Copa Chevallier Boutell,25/02/1940,Argentina,4,0,Paraguay,,TRUE
1383,Copa Roca,25/02/1940,Brazil,0,3,Argentina,,TRUE
1384,Friendly,02/03/1940,Argentina,4,1,Chile,,TRUE
1385,Friendly,03/03/1940,Italy,1,1,Switzerland,,TRUE
1386,Copa Roca,05/03/1940,Argentina,6,1,Brazil,,TRUE
1387,Friendly,09/03/1940,Argentina,3,2,Chile,,TRUE
1388,Copa Roca,10/03/1940,Argentina,2,3,Brazil,,TRUE
1389,Friendly,12/03/1940,Uruguay,3,2,Chile,,TRUE
1390,Copa Roca,17/03/1940,Argentina,5,1,Brazil,,TRUE
1391,Friendly,17/03/1940,Belgium,7,1,Netherlands,,TRUE
1392,Copa Rio Branco,24/03/1940,Brazil,3,4,Uruguay,,TRUE
1393,Copa Rio Branco,31/03/1940,Brazil,1,1,Uruguay,,TRUE
1394,Friendly,31/03/1940,Hungary,3,0,Switzerland,,TRUE
1395,Friendly,31/03/1940,Netherlands,4,5,Luxembourg,,TRUE
1396,Friendly,02/04/1940,Croatia,4,0,Switzerland,,TRUE
1397,Friendly,07/04/1940,Germany,2,2,Hungary,,TRUE
1398,Friendly,14/04/1940,Germany,1,2,Yugoslavia,,TRUE
1399,Friendly,21/04/1940,Netherlands,4,2,Belgium,,TRUE
1400,Friendly,21/04/1940,Switzerland,0,1,Croatia,,TRUE
1401,Friendly,02/05/1940,Hungary,1,0,Croatia,,TRUE
1402,Friendly,05/05/1940,Italy,3,2,Germany,,TRUE
1403,Friendly,07/06/1940,Japan,7,0,Manchukuo,,TRUE
1404,Friendly,09/06/1940,Japan,6,0,China PR,,TRUE
1405,Friendly,16/06/1940,Japan,1,0,Philippines,,TRUE
1406,Friendly,14/07/1940,Germany,9,3,Romania,,TRUE
1407,Friendly,18/07/1940,Uruguay,3,0,Argentina,,TRUE
1408,Friendly,15/08/1940,Argentina,5,0,Uruguay,,TRUE
1409,Friendly,01/09/1940,Germany,13,0,Finland,,TRUE
1410,Friendly,15/09/1940,Slovakia,0,1,Germany,,TRUE
1411,Friendly,06/10/1940,Hungary,2,2,Germany,,TRUE
1412,Friendly,06/10/1940,Sweden,1,1,Denmark,,TRUE
1413,Friendly,20/10/1940,Denmark,3,3,Sweden,,TRUE
1414,Friendly,20/10/1940,Germany,7,3,Bulgaria,,TRUE
1415,Friendly,03/11/1940,Yugoslavia,2,0,Germany,,TRUE
1416,Friendly,17/11/1940,Germany,1,0,Denmark,,TRUE
1417,Friendly,08/12/1940,Croatia,1,1,Hungary,,TRUE
1418,Friendly,05/01/1941,Chile,1,2,Argentina,,TRUE
1419,Friendly,09/01/1941,Chile,2,5,Argentina,,TRUE
1420,Friendly,12/01/1941,Portugal,2,2,Spain,,TRUE
1421,Friendly,19/01/1941,Peru,1,1,Argentina,,TRUE
1422,Friendly,26/01/1941,Peru,1,1,Argentina,,TRUE
1423,Friendly,29/01/1941,Peru,0,3,Argentina,,TRUE
1424,Copa America,02/02/1941,Chile,5,0,Ecuador,,TRUE
1425,Copa America,09/02/1941,Ecuador,0,6,Uruguay,,FALSE
1426,Copa America,12/02/1941,Argentina,2,1,Peru,,FALSE
1427,Copa America,16/02/1941,Argentina,6,1,Ecuador,,FALSE
1428,Copa America,16/02/1941,Chile,0,2,Uruguay,,TRUE
1429,Copa America,23/02/1941,Argentina,1,0,Uruguay,,FALSE
1430,Copa America,23/02/1941,Ecuador,0,4,Peru,,FALSE
1431,Copa America,26/02/1941,Peru,0,2,Uruguay,,FALSE
1432,Copa America,04/03/1941,Chile,0,1,Argentina,,TRUE
1433,Friendly,09/03/1941,Germany,4,2,Switzerland,,TRUE
1434,Friendly,16/03/1941,Spain,5,1,Portugal,,TRUE
1435,Friendly,06/04/1941,Germany,7,0,Hungary,,TRUE
1436,Friendly,20/04/1941,Switzerland,2,1,Germany,,TRUE
1437,CCCF Championship,10/05/1941,Costa Rica,7,2,Nicaragua,,TRUE
1438,CCCF Championship,11/05/1941,Costa Rica,7,0,Panama,,TRUE
1439,CCCF Championship,13/05/1941,Costa Rica,6,2,Curaçao,,TRUE
1440,CCCF Championship,18/05/1941,Costa Rica,3,1,El Salvador,,TRUE
1441,Friendly,01/06/1941,Romania,1,4,Germany,,TRUE
1442,Friendly,15/06/1941,Germany,5,1,Croatia,,TRUE
1443,Friendly,23/08/1941,India,0,1,Iran,,FALSE
1444,Friendly,14/09/1941,Sweden,2,2,Denmark,,TRUE
1445,Friendly,28/09/1941,Croatia,5,2,Slovakia,,TRUE
1446,Friendly,05/10/1941,Finland,0,6,Germany,,TRUE
1447,Friendly,05/10/1941,Sweden,4,2,Germany,,TRUE
1448,Friendly,19/10/1941,Denmark,2,1,Sweden,,TRUE
1449,Friendly,16/11/1941,Germany,1,1,Denmark,,TRUE
1450,Friendly,16/11/1941,Switzerland,1,2,Hungary,,TRUE
1451,Friendly,07/12/1941,Germany,4,0,Slovakia,,TRUE
1452,Friendly,28/12/1941,Spain,3,2,Switzerland,,TRUE
1453,Friendly,01/01/1942,Portugal,3,0,Switzerland,,TRUE
1454,Copa America,10/01/1942,Uruguay,6,1,Chile,,TRUE
1455,Copa America,11/01/1942,Argentina,4,3,Paraguay,,FALSE
1456,Copa America,14/01/1942,Brazil,6,1,Chile,,FALSE
1457,Copa America,17/01/1942,Argentina,2,1,Brazil,,FALSE
1458,Copa America,18/01/1942,Uruguay,7,0,Ecuador,,TRUE
1459,Friendly,18/01/1942,Croatia,0,2,Germany,,TRUE
1460,Copa America,21/01/1942,Brazil,2,1,Peru,,FALSE
1461,Copa America,22/01/1942,Argentina,12,0,Ecuador,,FALSE
1462,Copa America,24/01/1942,Uruguay,1,0,Brazil,,TRUE
1463,Copa America,25/01/1942,Argentina,3,1,Peru,,FALSE
1464,Copa America,25/01/1942,Ecuador,1,3,Paraguay,,FALSE
1465,Copa America,28/01/1942,Ecuador,1,2,Peru,,FALSE
1466,Copa America,28/01/1942,Uruguay,3,1,Paraguay,,TRUE
1467,Copa America,31/01/1942,Argentina,0,0,Chile,,FALSE
1468,Copa America,31/01/1942,Brazil,5,1,Ecuador,,FALSE
1469,Friendly,01/02/1942,Germany,1,2,Switzerland,,TRUE
1470,Copa America,01/02/1942,Uruguay,3,0,Peru,,TRUE
1471,Copa America,05/02/1942,Brazil,1,1,Paraguay,,FALSE
1472,Copa America,05/02/1942,Chile,2,1,Ecuador,,FALSE
1473,Copa America,07/02/1942,Uruguay,1,0,Argentina,,TRUE
1474,Friendly,08/03/1942,France,0,2,Switzerland,,TRUE
1475,Friendly,15/03/1942,Spain,4,0,France,,TRUE
1476,Friendly,05/04/1942,Italy,4,0,Croatia,,TRUE
1477,Friendly,12/04/1942,Germany,1,1,Spain,,TRUE
1478,Friendly,19/04/1942,Italy,4,0,Spain,,TRUE
1479,Friendly,03/05/1942,Hungary,3,5,Germany,,TRUE
1480,Copa Newton,25/05/1942,Argentina,4,1,Uruguay,,TRUE
1481,Friendly,07/06/1942,Slovakia,1,2,Croatia,,TRUE
1482,Friendly,14/06/1942,Hungary,1,1,Croatia,,TRUE
1483,Friendly,28/06/1942,Denmark,0,3,Sweden,,TRUE
1484,Friendly,19/07/1942,Bulgaria,0,3,Germany,,TRUE
1485,Friendly,08/08/1942,China PR,1,6,Japan,,FALSE
1486,Friendly,09/08/1942,Manchukuo,0,3,Japan,,TRUE
1487,Friendly,10/08/1942,Japan,12,0,Mongolia,,FALSE
1488,Friendly,16/08/1942,Germany,7,0,Romania,,TRUE
1489,Copa Lipton,25/08/1942,Uruguay,1,1,Argentina,,TRUE
1490,Friendly,06/09/1942,Croatia,6,1,Slovakia,,TRUE
1491,Friendly,20/09/1942,Germany,2,3,Sweden,,TRUE
1492,Friendly,04/10/1942,Sweden,2,1,Denmark,,TRUE
1493,Friendly,11/10/1942,Romania,2,2,Croatia,,TRUE
1494,Friendly,18/10/1942,Switzerland,3,5,Germany,,TRUE
1495,Friendly,01/11/1942,Germany,5,1,Croatia,,TRUE
1496,Friendly,01/11/1942,Hungary,3,0,Switzerland,,TRUE
1497,Friendly,15/11/1942,Switzerland,3,1,Sweden,,TRUE
1498,Friendly,22/11/1942,Slovakia,2,5,Germany,,TRUE
1499,Friendly,28/03/1943,Argentina,3,3,Uruguay,,TRUE
1500,Friendly,04/04/1943,Switzerland,1,0,Croatia,,TRUE
1501,Friendly,04/04/1943,Uruguay,0,1,Argentina,,TRUE
1502,Friendly,10/04/1943,Croatia,1,0,Slovakia,,TRUE
1503,Friendly,16/05/1943,Switzerland,1,3,Hungary,,TRUE
1504,Friendly,14/06/1943,Sweden,1,0,Switzerland,,TRUE
1505,Friendly,20/06/1943,Denmark,3,2,Sweden,,TRUE
1506,Copa Chevallier Boutell,10/07/1943,Paraguay,2,5,Argentina,,TRUE
1507,Copa Chevallier Boutell,11/07/1943,Paraguay,2,1,Argentina,,TRUE
1508,CCCF Championship,05/12/1943,Costa Rica,7,0,Nicaragua,,FALSE
1509,CCCF Championship,07/12/1943,Costa Rica,2,3,Guatemala,,FALSE
1510,CCCF Championship,09/12/1943,El Salvador,4,2,Costa Rica,,TRUE
1511,CCCF Championship,12/12/1943,Nicaragua,2,3,Costa Rica,,FALSE
1512,CCCF Championship,16/12/1943,Guatemala,4,2,Costa Rica,,FALSE
1513,CCCF Championship,19/12/1943,El Salvador,2,4,Costa Rica,,TRUE
1514,Friendly,09/04/1944,Croatia,7,3,Slovakia,,TRUE
1515,Friendly,14/05/1944,Brazil,6,1,Uruguay,,TRUE
1516,Friendly,17/05/1944,Brazil,4,0,Uruguay,,TRUE
1517,Friendly,24/12/1944,France,3,1,Belgium,,TRUE
1518,Copa Chevallier Boutell,06/01/1945,Argentina,5,2,Paraguay,,TRUE
1519,Copa Chevallier Boutell,09/01/1945,Argentina,5,3,Paraguay,,TRUE
1520,Copa America,14/01/1945,Chile,6,3,Ecuador,,TRUE
1521,Copa America,18/01/1945,Argentina,4,0,Bolivia,,FALSE
1522,Copa America,21/01/1945,Brazil,3,0,Colombia,,FALSE
1523,Copa America,24/01/1945,Ecuador,1,5,Uruguay,,FALSE
1524,Copa America,28/01/1945,Bolivia,0,2,Brazil,,FALSE
1525,Copa America,28/01/1945,Colombia,0,7,Uruguay,,FALSE
1526,Copa America,31/01/1945,Argentina,4,2,Ecuador,,FALSE
1527,Copa America,07/02/1945,Argentina,9,1,Colombia,,FALSE
1528,Copa America,07/02/1945,Brazil,3,0,Uruguay,,FALSE
1529,Copa America,11/02/1945,Bolivia,0,0,Ecuador,,FALSE
1530,Copa America,11/02/1945,Chile,1,1,Argentina,,TRUE
1531,Copa America,15/02/1945,Argentina,3,1,Brazil,,FALSE
1532,Copa America,15/02/1945,Bolivia,0,2,Uruguay,,FALSE
1533,Copa America,18/02/1945,Chile,1,0,Uruguay,,TRUE
1534,Copa America,18/02/1945,Colombia,3,1,Ecuador,,FALSE
1535,Copa America,21/02/1945,Brazil,9,2,Ecuador,,FALSE
1536,Copa America,25/02/1945,Argentina,1,0,Uruguay,,FALSE
1537,Copa America,28/02/1945,Chile,0,1,Brazil,,TRUE
1538,Friendly,11/03/1945,Portugal,2,2,Spain,,TRUE
1539,Friendly,08/04/1945,Switzerland,1,0,France,,TRUE
1540,Friendly,06/05/1945,Spain,4,2,Portugal,,TRUE
1541,Friendly,13/05/1945,Luxembourg,4,1,Belgium,,TRUE
1542,Friendly,21/05/1945,Switzerland,1,0,Portugal,,TRUE
1543,Friendly,26/05/1945,England,2,2,France,,TRUE
1544,Friendly,24/06/1945,Sweden,2,1,Denmark,,TRUE
1545,Friendly,01/07/1945,Denmark,3,4,Sweden,,TRUE
1546,Copa Chevallier Boutell,07/07/1945,Paraguay,5,1,Argentina,,TRUE
1547,Copa Chevallier Boutell,09/07/1945,Paraguay,1,3,Argentina,,TRUE
1548,Copa Lipton,18/07/1945,Uruguay,2,2,Argentina,,TRUE
1549,Friendly,21/07/1945,Switzerland,3,1,England,,TRUE
1550,Copa Newton,15/08/1945,Argentina,6,2,Uruguay,,TRUE
1551,Friendly,26/08/1945,Denmark,4,2,Norway,,TRUE
1552,Friendly,09/09/1945,Norway,1,5,Denmark,,TRUE
1553,Friendly,15/09/1945,Northern Ireland,0,1,England,,TRUE
1554,Friendly,30/09/1945,Sweden,4,1,Denmark,,TRUE
1555,Friendly,20/10/1945,England,0,1,Wales,,TRUE
1556,Friendly,11/11/1945,Switzerland,4,4,Italy,,TRUE
1557,Friendly,25/11/1945,Switzerland,3,0,Sweden,,TRUE
1558,Friendly,06/12/1945,Austria,4,1,France,,TRUE
1559,Friendly,15/12/1945,Belgium,2,1,France,,TRUE
1560,Copa Roca,16/12/1945,Brazil,3,4,Argentina,,TRUE
1561,Copa Roca,20/12/1945,Brazil,6,2,Argentina,,TRUE
1562,Copa Roca,23/12/1945,Brazil,3,1,Argentina,,TRUE
1563,Copa Rio Branco,05/01/1946,Uruguay,4,3,Brazil,,TRUE
1564,Copa America,12/01/1946,Argentina,2,0,Paraguay,,TRUE
1565,Copa America,16/01/1946,Bolivia,0,3,Brazil,,FALSE
1566,Copa America,16/01/1946,Chile,0,1,Uruguay,,FALSE
1567,Copa America,19/01/1946,Argentina,7,1,Bolivia,,TRUE
1568,Friendly,19/01/1946,England,2,0,Belgium,,TRUE
1569,Copa America,23/01/1946,Brazil,4,3,Uruguay,,FALSE
1570,Friendly,23/01/1946,Scotland,2,2,Belgium,,TRUE
1571,Copa America,26/01/1946,Argentina,3,1,Chile,,TRUE
1572,Copa America,29/01/1946,Bolivia,0,5,Uruguay,,FALSE
1573,Copa America,29/01/1946,Brazil,1,1,Paraguay,,FALSE
1574,Copa America,02/02/1946,Argentina,3,1,Uruguay,,TRUE
1575,Copa America,03/02/1946,Brazil,5,1,Chile,,FALSE
1576,Copa America,08/02/1946,Paraguay,2,1,Uruguay,,FALSE
1577,Copa America,10/02/1946,Argentina,2,0,Brazil,,TRUE
1578,Friendly,23/02/1946,Belgium,7,0,Luxembourg,,TRUE
1579,CCCF Championship,24/02/1946,Costa Rica,7,1,Nicaragua,,TRUE
1580,CCCF Championship,26/02/1946,Costa Rica,7,0,Panama,,TRUE
1581,CCCF Championship,07/03/1946,Costa Rica,5,1,Honduras,,TRUE
1582,CCCF Championship,10/03/1946,Costa Rica,1,4,Guatemala,,TRUE
1583,Friendly,10/03/1946,Luxembourg,2,6,Netherlands,,TRUE
1584,CCCF Championship,13/03/1946,Costa Rica,4,0,El Salvador,,TRUE
1585,Friendly,07/04/1946,France,3,0,Czechoslovakia,,TRUE
1586,Friendly,13/04/1946,Scotland,1,0,England,,TRUE
1587,Friendly,14/04/1946,Portugal,2,1,France,,TRUE
1588,Friendly,24/04/1946,England,2,2,Scotland,,TRUE
1589,Friendly,05/05/1946,France,3,1,Austria,,TRUE
1590,Friendly,11/05/1946,England,4,1,Switzerland,,TRUE
1591,Friendly,12/05/1946,Netherlands,6,3,Belgium,,TRUE
1592,Friendly,15/05/1946,Scotland,3,1,Switzerland,,TRUE
1593,Friendly,19/05/1946,France,2,1,England,,TRUE
1594,Friendly,30/05/1946,Belgium,2,2,Netherlands,,TRUE
1595,Friendly,16/06/1946,Norway,2,1,Denmark,,TRUE
1596,Friendly,16/06/1946,Portugal,3,1,Republic of Ireland,,TRUE
1597,Friendly,23/06/1946,Denmark,3,1,Sweden,,TRUE
1598,Friendly,23/06/1946,Spain,0,1,Republic of Ireland,,TRUE
1599,Friendly,07/07/1946,Sweden,7,2,Switzerland,,TRUE
1600,Friendly,08/07/1946,Denmark,2,0,Norway,,TRUE
1601,Friendly,17/07/1946,Iceland,0,3,Denmark,,TRUE
1602,Friendly,01/09/1946,Finland,2,5,Denmark,,TRUE
1603,Friendly,14/09/1946,Czechoslovakia,3,2,Switzerland,,TRUE
1604,British Championship,28/09/1946,Northern Ireland,2,7,England,,TRUE
1605,Friendly,30/09/1946,Republic of Ireland,0,1,England,,TRUE
1606,Friendly,06/10/1946,Sweden,3,3,Denmark,,TRUE
1607,British Championship,19/10/1946,Wales,3,1,Scotland,,TRUE
1608,Friendly,20/10/1946,Denmark,7,1,Norway,,TRUE
1609,Friendly,10/11/1946,Switzerland,1,0,Austria,,TRUE
1610,British Championship,13/11/1946,England,3,0,Wales,,TRUE
1611,Friendly,27/11/1946,England,8,2,Netherlands,,TRUE
1612,Friendly,05/01/1947,Portugal,2,2,Switzerland,,TRUE
1613,Friendly,26/01/1947,Portugal,4,1,Spain,,TRUE
1614,Friendly,02/03/1947,Republic of Ireland,3,2,Spain,,TRUE
1615,Friendly,23/03/1947,France,1,0,Portugal,,TRUE
1616,Copa Rio Branco,29/03/1947,Uruguay,0,0,Brazil,,TRUE
1617,Copa Rio Branco,01/04/1947,Brazil,3,2,Uruguay,,TRUE
1618,Friendly,07/04/1947,Netherlands,2,1,Belgium,,TRUE
1619,British Championship,12/04/1947,England,1,1,Scotland,,TRUE
1620,British Championship,16/04/1947,Northern Ireland,2,1,Wales,,TRUE
1621,Friendly,27/04/1947,Italy,5,2,Switzerland,,TRUE
1622,Friendly,03/05/1947,England,3,0,France,,TRUE
1623,Friendly,04/05/1947,Belgium,1,2,Netherlands,,TRUE
1624,Friendly,04/05/1947,Republic of Ireland,0,2,Portugal,,TRUE
1625,Friendly,10/05/1947,Australia,1,2,South Africa,,TRUE
1626,Friendly,18/05/1947,Belgium,2,1,Scotland,,TRUE
1627,Friendly,18/05/1947,Switzerland,1,0,England,,TRUE
1628,Friendly,24/05/1947,Australia,2,4,South Africa,,TRUE
1629,Friendly,25/05/1947,Portugal,0,10,England,,TRUE
1630,Friendly,26/05/1947,France,4,0,Netherlands,,TRUE
1631,Friendly,31/05/1947,Australia,3,3,South Africa,,TRUE
1632,Friendly,01/06/1947,France,4,2,Belgium,,TRUE
1633,Friendly,07/06/1947,Australia,5,1,South Africa,,TRUE
1634,Friendly,08/06/1947,Switzerland,1,2,France,,TRUE
1635,Friendly,11/06/1947,Norway,3,1,Poland,,TRUE
1636,Friendly,14/06/1947,Australia,1,2,South Africa,,TRUE
1637,Nordic Championship,15/06/1947,Denmark,1,4,Sweden,,TRUE
1638,Friendly,20/06/1947,Denmark,2,2,Czechoslovakia,,TRUE
1639,Friendly,26/06/1947,Sweden,6,1,Denmark,,TRUE
1640,NAFU Championship,13/07/1947,Mexico,5,0,United States,,FALSE
1641,NAFU Championship,17/07/1947,Cuba,1,3,Mexico,,TRUE
1642,Friendly,19/07/1947,Poland,1,2,Romania,,TRUE
1643,NAFU Championship,20/07/1947,Cuba,5,2,United States,,TRUE
1644,Friendly,31/08/1947,Czechoslovakia,6,3,Poland,,TRUE
1645,Friendly,14/09/1947,Sweden,5,4,Poland,,TRUE
1646,Friendly,17/09/1947,Finland,1,4,Poland,,TRUE
1647,Friendly,21/09/1947,Belgium,2,5,England,,TRUE
1648,Friendly,21/09/1947,Netherlands,6,2,Switzerland,,TRUE
1649,Nordic Championship,21/09/1947,Norway,3,5,Denmark,,TRUE
1650,Nordic Championship,05/10/1947,Denmark,4,1,Finland,,TRUE
1651,British Championship,18/10/1947,Wales,0,3,England,,TRUE
1652,Friendly,19/10/1947,Yugoslavia,7,1,Poland,,TRUE
1653,Friendly,19/10/1947,Catalonia,3,1,Spain,,TRUE
1654,Friendly,26/10/1947,Iran,1,3,Turkey,,TRUE
1655,Friendly,26/10/1947,Romania,0,0,Poland,,TRUE
1656,Friendly,02/11/1947,Switzerland,4,0,Belgium,,TRUE
1657,British Championship,05/11/1947,England,2,2,Northern Ireland,,TRUE
1658,British Championship,12/11/1947,Scotland,1,2,Wales,,TRUE
1659,Friendly,19/11/1947,England,4,2,Sweden,,TRUE
1660,Friendly,23/11/1947,Portugal,2,4,France,,TRUE
1661,Copa America,30/11/1947,Ecuador,2,2,Bolivia,,TRUE
1662,Copa America,02/12/1947,Argentina,6,0,Paraguay,,FALSE
1663,Copa America,02/12/1947,Colombia,0,2,Uruguay,,FALSE
1664,Copa America,04/12/1947,Argentina,7,0,Bolivia,,FALSE
1665,Copa America,04/12/1947,Ecuador,0,0,Colombia,,TRUE
1666,Copa America,06/12/1947,Chile,0,6,Uruguay,,FALSE
1667,Copa America,09/12/1947,Bolivia,0,3,Uruguay,,FALSE
1668,Copa America,11/12/1947,Argentina,3,2,Peru,,FALSE
1669,Copa America,11/12/1947,Ecuador,0,3,Chile,,TRUE
1670,Copa America,13/12/1947,Paraguay,4,2,Uruguay,,FALSE
1671,Copa America,16/12/1947,Argentina,1,1,Chile,,FALSE
1672,Copa America,16/12/1947,Ecuador,1,6,Uruguay,,TRUE
1673,Copa America,18/12/1947,Argentina,6,0,Colombia,,FALSE
1674,Copa America,20/12/1947,Ecuador,0,0,Peru,,TRUE
1675,Copa America,25/12/1947,Ecuador,0,2,Argentina,,TRUE
1676,Copa America,25/12/1947,Peru,0,1,Uruguay,,FALSE
1677,Copa America,28/12/1947,Argentina,3,1,Uruguay,,FALSE
1678,Copa America,29/12/1947,Ecuador,0,4,Paraguay,,TRUE
1679,CCCF Championship,29/02/1948,Costa Rica,3,1,El Salvador,,FALSE
1680,CCCF Championship,04/03/1948,Guatemala,1,1,Costa Rica,,TRUE
1681,CCCF Championship,07/03/1948,Costa Rica,2,1,Curaçao,,FALSE
1682,British Championship,10/03/1948,Wales,2,0,Northern Ireland,,TRUE
1683,CCCF Championship,11/03/1948,Costa Rica,3,1,Panama,,FALSE
1684,Friendly,14/03/1948,Belgium,1,1,Netherlands,,TRUE
1685,CCCF Championship,16/03/1948,Guatemala,3,2,Costa Rica,,TRUE
1686,CCCF Championship,18/03/1948,El Salvador,0,6,Costa Rica,,FALSE
1687,CCCF Championship,20/03/1948,Curaçao,4,1,Costa Rica,,FALSE
1688,Friendly,21/03/1948,Spain,2,0,Portugal,,TRUE
1689,Balkan Cup,04/04/1948,Bulgaria,1,1,Poland,,TRUE
1690,Friendly,04/04/1948,France,1,3,Italy,,TRUE
1691,Copa Rio Branco,04/04/1948,Uruguay,1,1,Brazil,,TRUE
1692,British Championship,10/04/1948,Scotland,0,2,England,,TRUE
1693,Copa Rio Branco,11/04/1948,Uruguay,4,2,Brazil,,TRUE
1694,Friendly,18/04/1948,Austria,3,1,Switzerland,,TRUE
1695,Friendly,18/04/1948,Netherlands,2,2,Belgium,,TRUE
1696,Balkan Cup,18/04/1948,Poland,3,1,Czechoslovakia,,TRUE
1697,International Cup,21/04/1948,Hungary,7,4,Switzerland,,TRUE
1698,Friendly,28/04/1948,Scotland,2,0,Belgium,,TRUE
1699,Friendly,16/05/1948,Italy,0,4,England,,TRUE
1700,Friendly,17/05/1948,Switzerland,2,1,Scotland,,TRUE
1701,Friendly,23/05/1948,France,3,0,Scotland,,TRUE
1702,Friendly,23/05/1948,Portugal,2,0,Republic of Ireland,,TRUE
1703,Friendly,26/05/1948,Norway,1,2,Netherlands,,TRUE
1704,Friendly,30/05/1948,Spain,2,1,Republic of Ireland,,TRUE
1705,Friendly,06/06/1948,Belgium,4,2,France,,TRUE
1706,Friendly,09/06/1948,Netherlands,1,0,Sweden,,TRUE
1707,Friendly,12/06/1948,Czechoslovakia,0,4,France,,TRUE
1708,Nordic Championship,12/06/1948,Denmark,1,2,Norway,,TRUE
